Device,Mitigation,Fault,Area,LINAC_Z,Position,MPS_Signal_Source_Location,Application_Card_Number,MPS_Crate,MPS_Channel_#1,Drawing_#,Measured_Device_Type_Id
CM28-Cavity7,LINAC,STATE,L3B,1793.104462,2870,LLRF Card,91,L2KG06-6133,14,N/A,7
CM28-Cavity8,LINAC,STATE,L3B,1793.104462,2880,LLRF Card,91,L2KG06-6133,15,N/A,7
CM29-Cavity1,LINAC,STATE,L3B,1833.197605,2910,LLRF Card,92,L2KG06-6133,0,N/A,7
CM29-Cavity2,LINAC,STATE,L3B,1833.197605,2920,LLRF Card,92,L2KG06-6133,1,N/A,7
CM29-Cavity3,LINAC,STATE,L3B,1833.197605,2930,LLRF Card,92,L2KG06-6133,2,N/A,7
CM29-Cavity4,LINAC,STATE,L3B,1833.197605,2940,LLRF Card,92,L2KG06-6133,3,N/A,7
CM29-Cavity5,LINAC,STATE,L3B,1833.197605,2950,LLRF Card,92,L2KG06-6133,4,N/A,7
CM29-Cavity6,LINAC,STATE,L3B,1833.197605,2960,LLRF Card,92,L2KG06-6133,5,N/A,7
CM29-Cavity7,LINAC,STATE,L3B,1833.197605,2970,LLRF Card,92,L2KG06-6133,6,N/A,7
CM29-Cavity8,LINAC,STATE,L3B,1833.197605,2980,LLRF Card,92,L2KG06-6133,7,N/A,7
CM30-Cavity1,LINAC,STATE,L3B,1873.290748,3010,LLRF Card,92,L2KG06-6133,8,N/A,7
CM30-Cavity2,LINAC,STATE,L3B,1873.290748,3020,LLRF Card,92,L2KG06-6133,9,N/A,7
CM30-Cavity3,LINAC,STATE,L3B,1873.290748,3030,LLRF Card,92,L2KG06-6133,10,N/A,7
CM30-Cavity4,LINAC,STATE,L3B,1873.290748,3040,LLRF Card,92,L2KG06-6133,11,N/A,7
CM30-Cavity5,LINAC,STATE,L3B,1873.290748,3050,LLRF Card,92,L2KG06-6133,12,N/A,7
CM30-Cavity6,LINAC,STATE,L3B,1873.290748,3060,LLRF Card,92,L2KG06-6133,13,N/A,7
CM30-Cavity7,LINAC,STATE,L3B,1873.290748,3070,LLRF Card,92,L2KG06-6133,14,N/A,7
CM30-Cavity8,LINAC,STATE,L3B,1873.290748,3080,LLRF Card,92,L2KG06-6133,15,N/A,7
CM31-Cavity1,LINAC,STATE,L3B,1913.383891,3110,LLRF Card,100,L2KG07-3831,0,N/A,7
CM31-Cavity2,LINAC,STATE,L3B,1913.383891,3120,LLRF Card,100,L2KG07-3831,1,N/A,7
CM31-Cavity3,LINAC,STATE,L3B,1913.383891,3130,LLRF Card,100,L2KG07-3831,2,N/A,7
CM31-Cavity4,LINAC,STATE,L3B,1913.383891,3140,LLRF Card,100,L2KG07-3831,3,N/A,7
CM31-Cavity5,LINAC,STATE,L3B,1913.383891,3150,LLRF Card,100,L2KG07-3831,4,N/A,7
CM31-Cavity6,LINAC,STATE,L3B,1913.383891,3160,LLRF Card,100,L2KG07-3831,5,N/A,7
CM31-Cavity7,LINAC,STATE,L3B,1913.383891,3170,LLRF Card,100,L2KG07-3831,6,N/A,7
CM31-Cavity8,LINAC,STATE,L3B,1913.383891,3180,LLRF Card,100,L2KG07-3831,7,N/A,7
CM32-Cavity1,LINAC,STATE,L3B,1953.477034,3210,LLRF Card,100,L2KG07-3831,8,N/A,7
CM32-Cavity2,LINAC,STATE,L3B,1953.477034,3220,LLRF Card,100,L2KG07-3831,9,N/A,7
CM32-Cavity3,LINAC,STATE,L3B,1953.477034,3230,LLRF Card,100,L2KG07-3831,10,N/A,7
CM32-Cavity4,LINAC,STATE,L3B,1953.477034,3240,LLRF Card,100,L2KG07-3831,11,N/A,7
CM32-Cavity5,LINAC,STATE,L3B,1953.477034,3250,LLRF Card,100,L2KG07-3831,12,N/A,7
CM32-Cavity6,LINAC,STATE,L3B,1953.477034,3260,LLRF Card,100,L2KG07-3831,13,N/A,7
CM32-Cavity7,LINAC,STATE,L3B,1953.477034,3270,LLRF Card,100,L2KG07-3831,14,N/A,7
CM32-Cavity8,LINAC,STATE,L3B,1953.477034,3280,LLRF Card,100,L2KG07-3831,15,N/A,7
CM33-Cavity1,LINAC,STATE,L3B,1993.570177,3310,LLRF Card,101,L2KG07-3831,0,N/A,7
CM33-Cavity2,LINAC,STATE,L3B,1993.570177,3320,LLRF Card,101,L2KG07-3831,1,N/A,7
CM33-Cavity3,LINAC,STATE,L3B,1993.570177,3330,LLRF Card,101,L2KG07-3831,2,N/A,7
CM33-Cavity4,LINAC,STATE,L3B,1993.570177,3340,LLRF Card,101,L2KG07-3831,3,N/A,7
CM33-Cavity5,LINAC,STATE,L3B,1993.570177,3350,LLRF Card,101,L2KG07-3831,4,N/A,7
CM33-Cavity6,LINAC,STATE,L3B,1993.570177,3360,LLRF Card,101,L2KG07-3831,5,N/A,7
CM33-Cavity7,LINAC,STATE,L3B,1993.570177,3370,LLRF Card,101,L2KG07-3831,6,N/A,7
CM33-Cavity8,LINAC,STATE,L3B,1993.570177,3380,LLRF Card,101,L2KG07-3831,7,N/A,7
CM34-Cavity1,LINAC,STATE,L3B,2033.66332,3410,LLRF Card,101,L2KG07-3831,8,N/A,7
CM34-Cavity2,LINAC,STATE,L3B,2033.66332,3420,LLRF Card,101,L2KG07-3831,9,N/A,7
CM34-Cavity3,LINAC,STATE,L3B,2033.66332,3430,LLRF Card,101,L2KG07-3831,10,N/A,7
CM34-Cavity4,LINAC,STATE,L3B,2033.66332,3440,LLRF Card,101,L2KG07-3831,11,N/A,7
CM34-Cavity5,LINAC,STATE,L3B,2033.66332,3450,LLRF Card,101,L2KG07-3831,12,N/A,7
CM34-Cavity6,LINAC,STATE,L3B,2033.66332,3460,LLRF Card,101,L2KG07-3831,13,N/A,7
CM34-Cavity7,LINAC,STATE,L3B,2033.66332,3470,LLRF Card,101,L2KG07-3831,14,N/A,7
CM34-Cavity8,LINAC,STATE,L3B,2033.66332,3480,LLRF Card,101,L2KG07-3831,15,N/A,7
CM35-Cavity1,LINAC,STATE,L3B,2073.756463,3510,LLRF Card,106,L2KG08-3A33,0,N/A,7
CM35-Cavity2,LINAC,STATE,L3B,2073.756463,3520,LLRF Card,106,L2KG08-3A33,1,N/A,7
CM35-Cavity3,LINAC,STATE,L3B,2073.756463,3530,LLRF Card,106,L2KG08-3A33,2,N/A,7
CM35-Cavity4,LINAC,STATE,L3B,2073.756463,3540,LLRF Card,106,L2KG08-3A33,3,N/A,7
CM35-Cavity5,LINAC,STATE,L3B,2073.756463,3550,LLRF Card,106,L2KG08-3A33,4,N/A,7
CM35-Cavity6,LINAC,STATE,L3B,2073.756463,3560,LLRF Card,106,L2KG08-3A33,5,N/A,7
CM35-Cavity7,LINAC,STATE,L3B,2073.756463,3570,LLRF Card,106,L2KG08-3A33,6,N/A,7
CM35-Cavity8,LINAC,STATE,L3B,2073.756463,3580,LLRF Card,106,L2KG08-3A33,7,N/A,7
